,FlightNumber
2073,JFK_BOS_58090
2074,LAX_DEN_57238
2075,LGA_JAX_103302
2076,DFW_SAN_71048
2077,MEM_TPA_93114
2078,SAN_IAH_93378
2079,SMF_IAH_104491
2080,SLC_SNA_82958
2081,LAS_SEA_80604
2082,STL_MSP_92264
2083,BOS_DCA_92242
2084,CAK_ATL_82596
2085,JFK_SFO_62645
2086,BOS_DCA_87743
2087,SLC_ABQ_72875
2088,GSO_ATL_103333
2089,LAX_HOU_69453
2090,BUR_OAK_98529
2091,LAX_LAS_69724
2092,DTW_BDL_88930
2093,ISP_PBI_79823
2094,MDW_PHX_85374
2095,MHT_MDW_64041
2096,MSY_ATL_60391
2097,ALB_LAS_101761
2098,BOS_DCA_81123
2099,MSP_ORD_71792
2100,SLC_SAN_65212
2101,SLC_SAT_69441
2102,MFE_IAH_81167
2103,IAH_SEA_87533
2104,ORD_CHS_99554
2105,HDN_IAH_72413
2106,DCA_LGA_91675
2107,HDN_IAH_93624
2108,PHL_DFW_65433
2109,BWI_DFW_71914
2110,DFW_XNA_69743
2111,SLC_PSP_89588
2112,EWR_ORD_93549
2113,MEM_PHL_73259
2114,OAK_IAH_87922
2115,DTW_ORD_80658
2116,SJC_LAX_70026
2117,CVG_LAS_100937
2118,RIC_ORD_69670
2119,DFW_ORD_82138
2120,ABQ_PHX_60853
2121,MSO_MSP_75591
2122,CHS_LGA_76304
2123,IAH_LGA_63806
2124,VLD_ATL_68111
2125,SAN_DEN_84099
2126,MSP_DEN_75365
2127,OAK_IAH_63424
2128,DTW_PHX_82308
2129,BOI_SEA_99888
2130,OAK_LAX_90799
2131,EWR_PHX_75079
2132,MSO_SLC_56867
2133,ATL_MKE_95086
2134,SAV_ATL_94344
2135,BOI_SEA_103361
2136,LAX_OAK_105212
2137,BWI_CLE_65991
2138,PHL_ALB_89804
2139,CVG_CHO_77805
2140,ORD_OKC_76494
2141,DFW_PHX_89450
2142,ATL_AUS_86702
2143,GEG_SLC_59256
2144,BWI_DFW_105482
2145,MEM_ATL_86807
2146,MEM_LGA_70428
2147,MSP_IAH_82728
2148,DFW_STL_76660
2149,LGA_JAX_100867
2150,DTW_BOS_60574
2151,ORD_FAR_75586
2152,LGA_JAX_95925
2153,FNT_ATL_99388
2154,MIA_PHX_64570
2155,JFK_JAX_65353
2156,ORF_BOS_102309
2157,DFW_BHM_77098
2158,SLC_PDX_104823
2159,BWI_MCO_97707
2160,ATL_ABQ_101737
2161,IAH_BOI_62066
2162,DTW_MCO_102688
2163,BDL_BNA_97430
2164,GSP_MCO_97628
2165,FLL_JFK_92975
2166,CVG_MYR_72541
2167,BTR_IAH_67931
2168,BWI_JAN_97223
2169,SLC_RDM_73748
2170,RDU_EWR_92571
2171,SLC_RDM_104941
2172,DFW_SAV_63122
2173,SMF_ONT_85904
2174,BWI_MHT_65004
2175,BDL_BNA_79705
2176,ALB_BWI_73807
2177,MCI_IAH_103605
2178,EWR_IAH_91293
2179,MSP_GEG_64543
2180,BTV_EWR_99448
2181,SLC_HDN_59558
2182,DTW_ATL_97730
2183,SAT_IAH_87024
2184,JAX_ATL_97815
2185,DTW_MSP_94301
2186,TUS_SLC_67650
2187,STL_DTW_74776
2188,LAX_MSP_91838
2189,RDU_LGA_81725
2190,BOS_SFO_96662
2191,ATL_AUS_105402
2192,ATL_AUS_83980
2193,SNA_SLC_105389
2194,GRR_ATL_102388
2195,MIA_ATL_94416
2196,PHX_SLC_101889
2197,IAH_HSV_68757
2198,SAT_IAH_59102
2199,MSP_GEG_63164
2200,COD_SLC_81505
2201,PVD_MDW_79648
2202,MCO_GSO_58431
2203,MCO_PHL_87274
2204,IAH_EWR_85294
2205,HKY_ATL_71388
2206,DFW_JAN_76411
2207,GEG_ORD_90803
2208,RDU_PHL_91990
2209,BOS_DTW_85808
2210,CVG_AVP_100422
2211,DTW_ORD_77522
2212,MOT_MSP_58739
2213,MOT_MSP_57757
2214,LAX_PDX_66529
2215,MCI_ORD_81434
2216,PVD_PHL_59458
2217,IAH_BNA_100808
2218,DEN_ORD_91793
2219,RDU_PHL_91819
2220,ATL_RDU_67371
2221,FNT_ATL_70065
2222,CVG_PNS_67574
2223,DFW_CAE_68726
2224,SNA_SEA_64562
2225,CVG_PNS_76164
2226,CLT_JAX_63636
2227,MCO_GSO_76664
2228,BZN_DEN_91986
2229,SNA_DFW_77271
2230,MDW_DTW_100245
2231,IAH_BNA_66340
2232,SDF_ATL_59088
2233,SDF_ATL_97638
2234,MSP_BNA_96174
2235,DFW_LAX_70274
2236,SAN_ORD_77491
2237,MSP_BNA_61304
2238,FLL_PHL_74999
2239,DSM_DFW_98876
2240,SLC_CPR_84240
2241,DEN_GJT_59971
2242,JFK_GSO_94215
2243,IAH_PHX_91596
2244,DEN_SAN_57400
2245,ORD_PDX_83270
2246,LAX_ORD_70494
2247,SJU_EWR_59164
2248,LAX_SJC_88226
2249,HOU_TUL_63213
2250,DEN_PHL_69017
2251,SLC_BOI_96352
2252,DFW_PNS_90801
2253,MCO_EWR_81732
2254,GEG_ORD_63387
2255,SJC_PHX_82156
2256,JAX_IAH_104644
2257,SLC_MFR_58879
2258,EWR_FLL_57729
2259,BOS_DTW_67778
2260,CVG_RDU_89032
2261,PWM_EWR_67061
2262,PHL_PIT_96487
2263,CVG_BDL_79500
2264,MDW_DTW_89574
2265,MCO_DTW_63264
2266,SLC_MSO_84953
2267,ATL_ABQ_64961
2268,MEM_DTW_73326
2269,LAX_FAT_94629
2270,LAX_HNL_79732
2271,LGA_DTW_73130
2272,CVG_RDU_74224
2273,SJC_AUS_66038
2274,TPA_BWI_96455
2275,BWI_FLL_64952
2276,MSY_MCO_79344
2277,BUF_JFK_68075
2278,ONT_OAK_99740
2279,BUF_JFK_86650
2280,TUL_ORD_96297
2281,ABQ_PHX_101970
2282,STL_TPA_78100
2283,TUL_DFW_88021
2284,BWI_CLE_89985
2285,DEN_TUL_70461
2286,MSP_MEM_93301
2287,MCI_DTW_63562
2288,PHL_BOS_91337
2289,PDX_ANC_91311
2290,MCI_ABQ_65005
2291,COS_IAH_90158
2292,IAD_LGB_85042
2293,OAK_PHX_71192
2294,DFW_FLL_85606
2295,DEN_MEM_87178
2296,ORD_PHL_86369
2297,BOS_LGA_101325
2298,ORD_PDX_70470
2299,DEN_SNA_81470
2300,PHL_ORD_91843
2301,DFW_MLI_79177
2302,MDW_MSP_92899
2303,TXK_DFW_69080
2304,SJC_AUS_77587
2305,IAH_BHM_87669
2306,DTW_MSN_99919
2307,DTW_MDW_64292
2308,DCA_STL_94731
2309,ATL_DAY_74932
2310,MIA_DTW_72592
2311,ORD_DTW_90348
2312,TPA_DCA_101454
2313,ATL_ILM_72033
2314,ORD_OMA_81135
2315,PHL_SJU_74810
2316,ORD_MCO_91115
2317,MEM_RSW_68818
2318,ISP_BWI_57554
2319,RDU_PHL_56954
2320,FLL_TPA_73260
2321,MCO_BWI_104029
2322,MCO_BWI_102899
2323,HOU_TUL_75098
2324,OKC_PHX_61703
2325,ORD_OAK_57507
2326,HOU_BNA_58361
2327,IND_ATL_74333
2328,MHT_BWI_77197
2329,PHX_ABQ_85089
2330,MCO_DTW_93529
2331,ATL_MEM_101464
2332,ABI_DFW_57225
2333,PIT_PHX_99598
2334,ATL_TUS_74992
2335,PHL_STT_96229
2336,CLT_SFO_69270
2337,DTW_BNA_103498
2338,IAH_BNA_81302
2339,IAH_BNA_64047
2340,ATL_CRP_81399
2341,ATL_CRP_93568
2342,SAT_DFW_97640
2343,DFW_DTW_84869
2344,PHL_TPA_84203
2345,MLU_ATL_98181
2346,CLT_LAS_71409
2347,SEA_DFW_65106
2348,CLT_IAD_81956
2349,MLU_ATL_65661
2350,CLE_MKE_69363
2351,IAD_DFW_75538
2352,ATL_PHL_87665
2353,LGA_MIA_78086
2354,CVG_BNA_76173
2355,FAY_ATL_87232
2356,DEN_FSD_95249
2357,TUL_ORD_74390
2358,MDW_PVD_90492
2359,BUR_PHX_85277
2360,JFK_OAK_104143
2361,OAK_LAX_104850
2362,SNA_ORD_67507
2363,MSP_MSY_57575
2364,MCO_JFK_82860
2365,DEN_GEG_99567
2366,ONT_SMF_68420
2367,SJU_ORD_101547
2368,FAY_ATL_79962
2369,SLC_EUG_80487
2370,ORD_PDX_105665
2371,MLI_CVG_103118
2372,MSY_MEM_80486
2373,MSP_EGE_83297
2374,DFW_MCI_102014
2375,EWR_BTV_84960
2376,DCA_CLT_87759
2377,DEN_DTW_61822
2378,MSP_EGE_68002
2379,BOS_RDU_100115
2380,CVG_ORD_103636
2381,SJU_MIA_78351
2382,DFW_MSN_67826
2383,SEA_OAK_105142
2384,CLT_IND_76275
2385,CLT_RSW_80415
2386,ATL_PHL_83756
2387,CLE_MKE_56818
2388,DEN_SLC_102454
2389,EWR_AVL_69498
2390,MCO_STL_67886
2391,DEN_FAR_90940
2392,TPA_ATL_59750
2393,PHX_ORD_58106
2394,SLC_EUG_85640
2395,JFK_MCO_65420
2396,JFK_BWI_96349
2397,MDW_PVD_69565
2398,BWI_LIT_94992
2399,SLC_MFR_65475
2400,LYH_ATL_89195
2401,BWI_MDW_60885
2402,DEN_FAR_86018
2403,MDW_PVD_71936
2404,ATL_CRP_69487
2405,LEX_ATL_99104
2406,MSP_COS_102302
2407,LEX_ATL_60153
2408,PIT_SJU_81819
2409,MEM_CVG_97981
2410,JFK_STT_89579
2411,TYS_TPA_71935
2412,PIT_JFK_81718
2413,TYS_TPA_89530
2414,CLE_RDU_80772
2415,PHL_SEA_103690
2416,ORD_DCA_89103
2417,STL_DFW_57372
2418,CLT_CVG_89608
2419,MSP_DTW_60952
2420,BOS_DFW_57151
2421,DTW_DFW_59529
2422,BOS_IAD_89338
2423,SLC_PHX_99183
2424,SEA_DEN_89464
2425,SLC_PHX_85081
2426,CLT_CVG_85477
2427,SFO_SAN_64765
2428,HSV_MCO_89291
2429,IAD_CLT_101602
2430,SDF_DFW_82864
2431,CVG_MKE_103375
2432,SDF_DFW_66918
2433,MSP_COS_79356
2434,MCO_BDL_96359
2435,CVG_CAK_101878
2436,SAT_IAH_95496
2437,EVV_ATL_75150
2438,CLT_DFW_73906
2439,MSP_LGA_96965
2440,ATL_DEN_63829
2441,GRB_CVG_70677
2442,ORD_PVD_103724
2443,ATL_HOU_99780
2444,MKE_MEM_96191
2445,CLT_DFW_95567
2446,CVG_ERI_86130
2447,CLE_ORD_81780
2448,BOS_DFW_101166
2449,CVG_CLT_98855
2450,RDU_PHL_87404
2451,ATL_MEI_93158
2452,MCO_EWR_72525
2453,CID_CVG_84402
2454,IAD_MCO_63062
2455,OKC_ATL_75556
2456,JAX_DCA_72235
2457,RIC_CVG_79090
2458,DFW_TUS_58755
2459,BTV_CVG_98431
2460,MSP_DTW_102620
2461,CAK_ORD_76971
2462,DSM_CVG_84593
2463,DTW_MSP_77941
2464,STL_ORD_80423
2465,CVG_HSV_76545
2466,BNA_IAD_58286
2467,SNA_SFO_89388
2468,BTR_IAH_72474
2469,BOS_LAS_97833
2470,DCA_BHM_100104
2471,CRP_IAH_81117
2472,EWR_MCO_83550
2473,OAK_SAN_76639
2474,SEA_ANC_90012
2475,MSP_LGA_63247
2476,BDL_PHL_73863
2477,PHX_BNA_90186
2478,DSM_CVG_90199
2479,RSW_IND_101300
2480,FLL_ISP_69353
2481,PHX_ELP_76884
2482,DEN_ONT_67321
2483,CID_CVG_63780
2484,MYR_CVG_86124
2485,ORD_AUS_95286
2486,PHF_ATL_100929
2487,ATL_JAN_70893
2488,PHF_ATL_74887
2489,CID_CVG_59117
2490,DCA_BHM_93012
2491,LGA_MEM_101360
2492,DCA_LGA_77959
2493,DEN_MIA_90357
2494,LAS_SMF_88088
2495,DEN_EUG_96414
2496,DCA_CVG_73163
2497,ORD_DFW_81352
2498,BOS_RDU_97252
2499,DEN_CID_79277
2500,GPT_ATL_57080
2501,ORD_JAX_57960
2502,LGA_MEM_59716
2503,MCO_ORD_94850
2504,GPT_ATL_65506
2505,ORD_TUS_89596
2506,SAV_CVG_87264
2507,MIA_IND_104110
2508,SFO_STL_96375
2509,CLE_ATL_94691
2510,IND_MCO_76193
2511,JAN_CVG_70302
2512,IAH_MSY_58538
2513,BOS_LAS_105474
2514,BOS_LAS_97565
2515,PHL_CVG_65545
2516,IAH_TUL_61468
2517,JFK_LAS_87361
2518,RNO_DFW_89324
2519,HSV_DFW_105194
2520,RDU_DFW_75242
2521,ORD_AUS_72063
2522,SAN_LAS_92888
2523,SAV_CVG_94282
2524,DFW_SAN_64923
2525,AGS_ATL_101339
2526,DEN_SMF_99548
2527,DFW_MAF_72004
2528,HOU_ELP_73385
2529,MSP_LAX_62533
2530,JFK_PBI_82080
2531,LAX_TUS_74442
2532,DCA_CVG_92165
2533,DCA_CVG_77863
2534,PHL_DEN_69721
2535,DCA_BOS_93621
2536,HOU_MAF_64872
2537,RDU_BNA_90040
2538,ORD_AUS_60292
2539,ORD_ATL_101333
2540,LGA_BOS_66060
2541,ORF_ATL_70335
2542,MSP_ABQ_105437
2543,DEN_SMF_104587
2544,LGA_MIA_63180
2545,ATL_IND_62920
2546,DEN_OAK_80254
2547,ATL_IAH_83288
2548,CLE_HPN_93696
2549,ATL_PVD_60615
2550,CLE_MDW_65806
2551,MDW_SDF_69529
2552,BDL_ORD_78477
2553,DFW_SAN_93591
2554,ORD_PHX_103148
2555,BWI_MCO_66658
2556,SAN_SJC_96497
2557,OMA_PHX_67038
2558,FLL_ISP_105104
2559,OAK_SEA_63038
2560,MCO_PIT_58485
2561,IAD_EWR_102411
2562,ISP_FLL_96996
2563,DEN_DFW_73996
2564,ORD_CID_65525
2565,DFW_LAX_66054
2566,ATL_IAH_86023
2567,PFN_CVG_101919
2568,ATL_EWR_104948
2569,DCA_MSP_82349
2570,ONT_DFW_105593
2571,DFW_FWA_88795
2572,MSY_CLT_59192
2573,ORD_PHX_57520
2574,DCA_MSP_91015
2575,IAH_PHL_73910
2576,BOS_RSW_91940
2577,ORD_TPA_56941
2578,TXK_IAH_85375
2579,ALB_DCA_80752
2580,ORD_TPA_92467
2581,RSW_ATL_94553
2582,PHL_LAS_100602
2583,DFW_DCA_76138
2584,EVV_ORD_58395
2585,EVV_ORD_89098
2586,CLE_ORF_64072
2587,GNV_ATL_84736
2588,GSO_EWR_91060
2589,DFW_BNA_79242
2590,CLE_BOS_95480
2591,LAX_OAK_71601
2592,XNA_ATL_75929
2593,LAX_OAK_60107
2594,EWR_ORD_81674
2595,EWR_MSP_98294
2596,TPA_ISP_75685
2597,RDU_BNA_57041
2598,ATL_PIT_61098
2599,OAK_SNA_69209
2600,DAY_ATL_83539
2601,PHX_OMA_59252
2602,SFO_LAS_88401
2603,ORD_LAX_66330
2604,DFW_DCA_69077
2605,IND_MSP_76744
2606,MSP_LAX_67353
2607,DEN_DFW_104998
2608,LGA_RDU_72295
2609,TPA_DEN_103890
2610,DFW_BWI_58734
2611,CVG_CHS_70594
2612,PHL_PVD_75635
2613,ATL_LAX_76652
2614,DFW_CRP_80954
2615,DFW_ORD_92350
2616,CVG_EWR_102300
2617,DTW_PHX_73556
2618,MSP_BOI_91824
2619,IAD_ATL_69514
2620,DCA_ATL_67437
2621,ORD_ROC_90784
2622,ORD_ROC_101259
2623,ORD_ROC_58655
2624,ATL_DTW_64574
2625,ATL_PIA_97040
2626,DEN_AUS_75785
2627,OMA_PHX_70289
2628,SJC_PHX_63517
2629,ANC_SCC_62899
2630,HOU_ELP_82939
2631,HOU_ELP_67570
2632,DTW_DEN_60865
2633,TUS_MDW_80276
2634,DEN_AUS_101629
2635,ATL_PIA_66278
2636,PHX_OMA_90581
2637,MHT_PHL_84357
2638,PHX_SLC_60243
2639,ORD_JAC_95759
2640,MCI_OAK_105317
2641,PVD_MCO_61325
2642,BWI_PHX_81778
2643,MHT_PHL_72426
2644,SAN_SJC_104554
2645,CVG_ACY_87937
2646,TPA_BWI_95932
2647,PHL_SJU_65301
2648,DEN_AUS_75794
2649,SFO_HNL_85758
2650,IAH_COS_86555
2651,ORD_MSP_84120
2652,OMA_SLC_86347
2653,MIA_MEM_74941
2654,EWR_DEN_96998
2655,MCO_MSP_93467
2656,ORD_SAT_90958
2657,RDU_CVG_94585
2658,RNO_DFW_72710
2659,CLL_DFW_97181
2660,RDU_CVG_61563
2661,PHX_SEA_102096
2662,MSP_SNA_62731
2663,ATL_MLB_61391
2664,JFK_LAS_69255
2665,MDW_BWI_100618
2666,ORD_SAN_69261
2667,HOU_ATL_75720
2668,SJC_SLC_69288
2669,OMA_SLC_59627
2670,BWI_RSW_62274
2671,SMF_LAS_77089
2672,GJT_SLC_65618
2673,ORD_PSP_90259
2674,ATL_OKC_100886
2675,LGA_CLT_75041
2676,STL_MCO_78925
2677,MCI_SLC_86212
2678,MCO_ISP_75087
2679,DEN_DFW_92414
2680,IAH_SNA_89542
2681,LBB_DFW_72453
2682,ATL_CLT_61639
2683,DEN_GTF_99248
2684,ATL_GTR_101127
2685,CVG_MCI_77776
2686,JFK_ATL_57932
2687,DCA_PVD_69694
2688,DFW_XNA_75074
2689,SMF_LAX_68028
2690,SFO_DEN_57021
2691,BOS_JFK_58892
2692,ORD_OKC_61944
2693,ORD_DSM_102894
2694,DEN_FAT_86744
2695,CHS_DCA_76637
2696,ATL_MLU_103508
2697,SGF_DEN_91471
2698,DEN_FAT_102299
2699,DAY_ATL_70981
2700,MCO_MEM_86354
2701,DFW_SMF_79608
2702,PSP_ORD_86460
2703,JFK_MSP_68131
2704,LAX_DEN_96972
2705,ATL_GTR_92558
2706,ONT_DFW_82607
2707,PHL_ORD_68363
2708,MHT_LAS_57945
2709,MLB_JFK_89894
2710,ORD_MSP_65347
2711,BNA_PVD_101705
2712,EWR_ATL_90679
2713,LAS_PHX_74360
2714,SAN_ABQ_81699
2715,LAX_LIH_57126
2716,ORD_MSP_81112
2717,BNA_PVD_85082
2718,LAX_SMF_101099
2719,FLL_JAX_82789
2720,SBN_ATL_75417
2721,GJT_DEN_69813
2722,ORD_SEA_57563
2723,SJC_DFW_99516
2724,RDU_CVG_69549
2725,LGA_RIC_94338
2726,ATL_IAH_61960
2727,DFW_MSP_86243
2728,LGA_JAX_101150
2729,MCO_BWI_65588
2730,TPA_IAH_64722
2731,BOS_IAH_77590
2732,STL_LAS_86217
2733,SBN_ATL_66705
2734,DCA_EWR_85524
2735,IAH_TYS_71512
2736,ATL_DTW_99194
2737,MIA_RDU_72657
2738,LGA_MSP_58451
2739,MLU_IAH_80998
2740,MLU_IAH_82900
2741,ORD_ATL_61414
2742,DFW_SMF_71394
2743,LAX_SMF_102267
2744,TPA_ABQ_80272
2745,PHX_IAH_74398
2746,IAH_JAX_88692
2747,IAH_LAX_104461
2748,IAH_LAX_62912
2749,MSP_MEM_81761
2750,STL_LIT_83427
2751,LAX_PHX_69860
2752,PHX_DFW_92311
2753,LAX_DEN_56942
2754,BWI_BOS_64052
2755,ORD_CMH_94752
2756,LAS_PHX_91503
2757,SLC_SGU_69402
2758,MDW_BOS_78681
2759,CVG_TRI_98959
2760,MCI_CVG_90242
2761,LGA_ATL_64782
2762,ATL_MEM_97354
2763,GSO_CVG_78374
2764,RDU_IAH_68510
2765,JAX_CVG_59024
2766,OMA_IAH_94506
2767,FLL_IAH_95019
2768,SLC_HNL_61786
2769,MSP_SFO_85653
2770,CLE_BWI_88329
2771,IAH_SLC_88205
2772,MKE_ATL_71234
2773,SMF_PHX_86958
2774,BWI_STL_57009
2775,JAN_IAH_64089
2776,MDW_RDU_83064
2777,OAK_SAN_85520
2778,IAD_BOS_86844
2779,BWI_STL_88714
2780,RDU_EWR_88942
2781,SLC_ATL_102017
2782,DFW_SLC_85007
2783,CAE_EWR_84625
2784,BOS_MSP_76648
2785,ORD_IAD_72510
2786,SJC_LAX_89795
2787,MCI_SLC_103851
2788,DTW_LAS_103326
2789,PHL_BOS_91272
2790,CPR_DEN_88651
2791,SEA_DFW_80298
2792,TPA_ORD_91749
2793,LNK_DEN_86916
2794,TUL_DEN_71061
2795,EWR_MSP_96913
2796,TYS_CVG_67243
2797,MIA_RDU_59500
2798,DTW_ATL_83326
2799,SGF_DFW_68977
2800,MSP_BWI_81792
2801,SLC_LIT_102379
2802,MCI_MSP_99964
2803,GRR_CVG_87376
2804,BHM_IAH_95915
2805,MSP_SFO_102882
2806,MSP_ATL_69640
2807,MDW_MSP_78071
2808,DEN_MSP_86968
2809,EWR_PBI_102576
2810,EWR_MEM_57463
2811,LGA_MIA_61031
2812,ATL_PIT_94941
2813,ORD_PIT_64014
2814,ELP_DAL_102982
2815,SAN_ABQ_62682
2816,LGA_MIA_84527
2817,DEN_MDW_93581
2818,CVG_CHA_100234
2819,CAE_CVG_85232
2820,MDW_MSP_96178
2821,LIT_IAH_77594
2822,DTW_ORD_80894
2823,BNA_MCO_102843
2824,SAN_PHX_64832
2825,MDW_ATL_62843
2826,SEA_CVG_91759
2827,OKC_EWR_82020
2828,SEA_CVG_80969
2829,MSP_RSW_92309
2830,DFW_LGB_79103
2831,IAH_BNA_98713
2832,DFW_SLC_81901
2833,JFK_LAX_57049
2834,CVG_GRR_92824
2835,DTW_SDF_68640
2836,SRQ_ATL_77770
2837,DEN_CVG_94558
2838,DFW_OAK_95378
2839,SNA_ORD_73484
2840,ORD_ROC_68704
2841,PIT_ORD_81233
2842,MIA_IAH_68180
2843,DTW_ATL_59813
2844,RDU_IAH_63381
2845,BWI_BOS_104624
2846,CLE_DEN_105440
2847,DTW_ATL_103585
2848,ATL_SJU_93250
2849,LIT_DFW_91930
2850,ORD_DFW_65499
2851,TPA_MDW_72814
2852,OKC_EWR_87878
2853,ORD_HNL_87003
2854,DEN_MSO_60951
2855,ATL_LEX_89774
2856,DFW_LAX_66198
2857,BWI_ATL_68751
2858,DFW_ATL_57381
2859,SNA_SEA_85295
2860,PHL_BOS_83054
2861,CLE_MDT_79521
2862,ORD_BDL_103292
2863,BOS_PHL_95175
2864,SFO_BOI_91252
2865,DEN_MSO_88327
2866,DTW_ORD_74690
2867,IAD_GSP_89545
2868,IAD_GSP_100391
2869,DFW_ATL_61779
2870,CVG_BGR_78407
2871,DCA_ATL_76715
2872,CAE_EWR_67947
2873,MSP_ATL_88781
2874,SLC_CDC_84680
2875,DTW_LGA_80807
2876,MDW_OMA_66946
2877,JFK_FLL_66908
2878,OAK_DFW_73725
2879,DFW_LAS_103611
2880,MSP_CVG_89136
2881,FNT_CVG_57461
2882,MSY_HOU_70792
2883,MSP_CVG_82126
2884,DFW_HOU_80160
2885,MSP_CVG_91136
2886,SNA_DEN_83464
2887,MHT_LAS_103935
2888,SAN_OAK_94198
2889,CHS_ATL_104704
2890,MSP_CVG_58784
2891,ATL_SRQ_100540
2892,DEN_DCA_84572
2893,DEN_SFO_102996
2894,DEN_PDX_64522
2895,SAN_OAK_73520
2896,CLE_PVD_80322
2897,FLL_BDL_85911
2898,DFW_OAK_79884
2899,SRQ_CVG_89913
2900,MSP_MDW_71615
2901,DTW_LGA_101979
2902,PHL_ATL_92777
2903,MSP_MDW_91553
2904,DFW_MEM_58959
2905,MSP_CVG_86609
2906,SFO_PHX_82821
2907,BTV_ORD_71414
2908,CVG_DCA_91240
2909,GSO_CVG_68396
2910,GSP_CVG_70897
2911,CLT_MCO_85844
2912,CLT_MCO_100477
2913,MSP_CVG_84084
2914,CVG_GSP_67786
2915,LAS_IND_66581
2916,MRY_LAX_91980
2917,LAS_IND_74452
2918,CVG_GSP_88278
2919,LGA_BHM_79893
2920,DFW_LAS_62007
2921,LIT_DFW_92897
2922,CVG_GRR_58192
2923,MSP_LGA_77186
2924,PIT_TPA_72594
2925,SAV_LGA_59071
2926,SAV_LGA_85896
2927,MSP_LGA_83603
2928,CLE_ORF_68403
2929,MSP_LGA_87436
2930,SAV_LGA_62936
2931,IAD_ORD_83191
2932,MIA_EWR_104498
2933,TPA_BDL_63343
2934,TPA_MDW_76127
2935,BOS_MCO_57624
2936,LAS_OAK_82278
2937,SAN_OAK_96958
2938,MKE_CVG_100686
2939,MKE_CVG_103268
2940,MIA_DCA_73433
2941,PHL_MHT_100755
2942,CLT_JAX_94741
2943,LAX_DEN_97067
2944,LAX_DEN_64116
2945,SMF_LAX_73030
2946,DEN_SMF_60027
2947,FSD_CVG_100041
2948,MKE_CVG_76589
2949,PVD_BNA_103275
2950,TUS_LAS_88790
2951,PHL_ATL_61106
2952,LAX_SJC_68212
2953,LGB_SEA_83548
2954,PVD_BNA_57810
2955,OTZ_ANC_95753
2956,ATL_PIA_105177
2957,CHO_CVG_96512
2958,MSP_PHX_80340
2959,PHX_BUR_103483
2960,FLL_LGA_84383
2961,SLC_CVG_68056
2962,CVG_LAS_99578
2963,DFW_LAS_70713
2964,SEA_LAX_98873
2965,CVG_STL_81397
2966,SBN_CVG_89095
2967,SAN_DEN_103106
2968,BWI_DFW_83044
2969,MCO_EWR_91026
2970,BUR_PHX_103387
2971,MHT_DTW_97842
2972,GSP_CVG_64319
2973,GRR_CVG_83656
2974,MIA_SDF_71583
2975,CLE_DEN_69429
2976,IAH_SDF_90313
2977,PHX_ABQ_90769
2978,JFK_IAD_102174
2979,IAH_JAX_58343
2980,CLT_PHL_73134
2981,SNA_CVG_76224
2982,OAK_SEA_96403
2983,MCO_IND_98504
2984,DFW_SAN_66360
2985,SNA_CVG_79995
2986,OKC_CVG_66201
2987,DFW_SAN_78705
2988,BNA_DFW_90046
2989,CVG_CLT_91394
2990,PVD_BNA_63797
2991,ONT_PHX_66179
2992,CPR_DEN_85616
2993,ORF_LAS_102602
2994,RSW_EWR_61895
2995,AUS_SLC_90202
2996,DAY_BWI_70724
2997,PIT_TPA_71611
2998,LGA_BHM_102573
2999,BWI_FLL_81544
3000,BHM_LGA_66111
3001,PVD_BNA_74693
3002,LGA_BHM_70868
3003,PHL_JAX_62778
3004,DAY_BWI_92478
3005,ORD_PVD_80753
3006,CMH_IAD_64643
3007,DFW_CID_88665
3008,BOS_RDU_82208
3009,MSP_LGA_87086
3010,SLC_SEA_62951
3011,TPA_DFW_60262
3012,EWR_DFW_104752
3013,ORD_IAD_86442
3014,TPA_DFW_81089
3015,DEN_IAH_95161
3016,PHL_BDL_97822
3017,IAH_CLT_104051
3018,PFN_ATL_91985
3019,SAV_IAD_98684
3020,SAV_IAD_98543
3021,ORD_TUL_62074
3022,BOS_MCO_65114
3023,ORF_DTW_58388
3024,PFN_ATL_60356
3025,RSW_CVG_64106
3026,CVG_DSM_98339
3027,IAD_DFW_67801
3028,ORD_TUL_88859
3029,COS_MSP_95228
3030,CVG_DSM_89408
3031,MHT_PHL_62178
3032,PDX_CVG_92530
3033,BOS_DFW_68795
3034,ATL_BWI_78931
3035,CHS_CVG_98464
3036,ATL_RIC_69719
3037,LAX_MSP_68014
3038,AUS_ORD_81851
3039,RDU_AUS_82829
3040,BZN_SLC_68575
3041,JFK_SAV_75125
3042,AUS_ORD_94776
3043,CHS_CVG_66826
3044,PDX_CVG_80152
3045,PHX_HOU_77803
3046,LGA_PBI_72600
3047,CVG_LIT_88421
3048,FWA_ATL_70821
3049,ORD_RIC_71047
3050,BOS_DTW_70527
3051,CVG_SFO_102973
3052,CLE_DFW_105331
3053,IAH_ABQ_70265
3054,ATL_RIC_74397
3055,DCA_LGA_82199
3056,IAH_DFW_81285
3057,SEA_MSP_89235
3058,ORD_RIC_84877
3059,ORD_RIC_65841
3060,DFW_XNA_87212
3061,PIT_ORD_78421
3062,IND_ORD_65667
3063,ORD_CLT_95106
3064,ORD_CLT_64581
3065,ATL_IAD_97580
3066,CLT_LGA_95389
3067,IAH_DTW_85765
3068,MCO_ATL_97743
3069,SEA_PHX_99474
3070,IAD_EWR_59966
3071,MSP_EWR_76487
3072,IAD_EWR_89631
3073,PHX_ORD_90796
