FlightNumber,Year,Month,DayofMonth,DayOfWeek,ScheduledDepTime,ScheduledArrTime,ScheduledTravelTime,Origin,Destination,Distance,ActualArrivalTimeStamp
CLT_MHT_48357,2004,11,14,7,1220,1421,121,CLT,MHT,737,14-11-2004 14:21
TOL_CVG_55280,2004,11,24,3,1300,1403,63,TOL,CVG,181,24-11-2004 16:51
TYS_CVG_30986,2004,7,9,5,1600,1705,65,TYS,CVG,226,09-07-2004 17:05
FLL_ATL_35979,2004,9,1,3,810,958,108,FLL,ATL,581,01-09-2004 09:58
MSP_MKE_26315,2004,7,27,2,703,808,65,MSP,MKE,297,27-07-2004 08:08
PHL_BUF_29189,2004,7,12,1,1040,1156,76,PHL,BUF,279,12-07-2004 13:29
CVG_BTV_45371,2004,9,4,6,915,1113,118,CVG,BTV,702,04-09-2004 13:44
ATL_RSW_36774,2004,7,6,2,1022,1200,98,ATL,RSW,515,06-07-2004 12:00
PDX_SFO_36689,2004,11,11,4,1525,1705,100,PDX,SFO,550,11-11-2004 17:05
PWM_LGA_40427,2004,1,2,5,1230,1348,78,PWM,LGA,270,02-01-2004 13:48
DFW_ELP_49058,2004,11,22,1,952,1042,110,DFW,ELP,551,22-11-2004 10:42
MCO_PHL_33012,2004,7,19,1,635,905,150,MCO,PHL,861,19-07-2004 09:05
SAT_CVG_26808,2004,5,30,7,1125,1500,155,SAT,CVG,1024,30-05-2004 16:38
BDL_BWI_43053,2004,7,13,2,835,940,65,BDL,BWI,283,13-07-2004 12:28
LAS_CLE_48528,2004,9,18,6,930,1625,235,LAS,CLE,1825,18-09-2004 16:25
BUR_SMF_29177,2004,5,11,2,1305,1415,70,BUR,SMF,358,11-05-2004 14:15
DAY_ORD_34758,2004,9,4,6,1623,1634,71,DAY,ORD,240,04-09-2004 18:09
IAD_ROA_33065,2004,5,20,4,1730,1837,67,IAD,ROA,177,20-05-2004 21:00
BOS_DCA_52145,2004,9,27,1,1700,1829,89,BOS,DCA,399,27-09-2004 18:29
CLE_RDU_27493,2004,5,8,6,1740,1908,88,CLE,RDU,416,08-05-2004 19:08
CLT_PIT_26401,2004,9,26,7,1600,1719,79,CLT,PIT,366,26-09-2004 17:19
SMF_DEN_34877,2004,7,23,5,1120,1433,133,SMF,DEN,910,23-07-2004 15:13
JFK_LAS_39790,2004,11,26,5,900,1202,362,JFK,LAS,2248,26-11-2004 12:02
MCO_DFW_43660,2004,11,27,6,655,844,169,MCO,DFW,984,27-11-2004 08:44
DTW_EWR_46735,2004,5,17,1,1505,1649,104,DTW,EWR,487,17-05-2004 18:27
DEN_BOS_41893,2004,7,9,5,1600,2147,227,DEN,BOS,1754,09-07-2004 21:47
DFW_SAT_36049,2004,7,26,1,1100,1202,62,DFW,SAT,247,26-07-2004 12:02
CHS_LGA_40655,2004,1,4,7,1335,1530,115,CHS,LGA,641,04-01-2004 15:30
DEN_ORD_43074,2004,11,14,7,1248,1614,146,DEN,ORD,888,14-11-2004 16:14
BDL_BWI_31413,2004,5,7,5,1730,1835,65,BDL,BWI,283,07-05-2004 18:35
DFW_SAN_38879,2004,3,14,7,1555,1702,187,DFW,SAN,1171,14-03-2004 17:02
CLE_ORD_52069,2004,9,10,5,1600,1628,88,CLE,ORD,316,10-09-2004 16:28
PHX_LAX_42597,2004,3,24,3,1430,1457,87,PHX,LAX,370,24-03-2004 14:57
BNA_DTW_43176,2004,11,15,1,1549,1826,97,BNA,DTW,457,15-11-2004 18:26
LGA_FLL_30371,2004,9,4,6,1547,1851,184,LGA,FLL,1076,04-09-2004 20:58
ORD_SLC_42413,2004,7,26,1,1021,1239,198,ORD,SLC,1249,26-07-2004 12:39
CVG_GRR_41565,2004,9,4,6,1245,1350,65,CVG,GRR,268,04-09-2004 16:39
DFW_HOU_48680,2004,11,22,1,838,947,69,DFW,HOU,247,22-11-2004 12:44
BOS_EWR_47219,2004,11,11,4,1700,1824,84,BOS,EWR,200,11-11-2004 18:24
PDX_DEN_47876,2004,11,11,4,1400,1720,140,PDX,DEN,992,11-11-2004 17:20
TUS_LAS_41220,2004,9,18,6,1420,1530,70,TUS,LAS,365,18-09-2004 15:30
JFK_BOS_43374,2004,9,18,6,1715,1835,80,JFK,BOS,187,18-09-2004 19:58
SJC_LAX_29728,2004,3,27,6,910,1024,74,SJC,LAX,308,27-03-2004 10:24
ROA_ATL_30243,2004,5,17,1,1515,1710,115,ROA,ATL,357,17-05-2004 17:10
ORD_ALB_54068,2004,7,14,3,955,1245,110,ORD,ALB,723,14-07-2004 12:45
ORD_CVG_54679,2004,9,6,1,600,811,71,ORD,CVG,264,06-09-2004 08:11
PHX_RDU_33738,2004,11,9,2,1035,1630,235,PHX,RDU,1891,09-11-2004 16:30
ORD_DAY_28571,2004,11,28,7,750,954,64,ORD,DAY,240,28-11-2004 09:54
DEN_ATL_55225,2004,9,16,4,1520,2021,181,DEN,ATL,1199,16-09-2004 20:21
DCA_BOS_30103,2004,5,22,6,1730,1854,84,DCA,BOS,399,22-05-2004 18:54
MSP_DFW_33861,2004,5,2,7,630,900,150,MSP,DFW,852,02-05-2004 09:00
ORD_IAH_54886,2004,9,22,3,1505,1747,162,ORD,IAH,925,22-09-2004 17:47
MDW_LAX_36051,2004,1,4,7,1420,1650,270,MDW,LAX,1750,04-01-2004 16:50
CHS_EWR_45082,2004,9,14,2,705,855,110,CHS,EWR,628,14-09-2004 08:55
JFK_SJU_38751,2004,9,16,4,705,1055,230,JFK,SJU,1597,16-09-2004 10:55
PHL_PVD_40845,2004,3,22,1,1335,1443,68,PHL,PVD,238,22-03-2004 14:43
DFW_MCI_50021,2004,9,10,5,652,820,88,DFW,MCI,460,10-09-2004 08:20
EWR_BOS_40611,2004,7,25,7,1200,1307,67,EWR,BOS,200,25-07-2004 13:07
BTV_BOS_49479,2004,9,13,1,600,705,65,BTV,BOS,181,13-09-2004 07:05
HTS_ATL_39325,2004,9,10,5,615,729,74,HTS,ATL,342,10-09-2004 07:29
SJC_AUS_28084,2004,5,18,2,1730,2250,200,SJC,AUS,1476,18-05-2004 22:50
MSP_ATL_29690,2004,9,7,2,1016,1331,135,MSP,ATL,906,07-09-2004 15:52
BTV_CVG_38793,2004,5,26,3,1730,1941,131,BTV,CVG,702,26-05-2004 19:41
SMF_PHX_48313,2004,9,6,1,1228,1419,111,SMF,PHX,647,06-09-2004 14:19
STL_CLE_53312,2004,7,14,3,1125,1400,95,STL,CLE,487,14-07-2004 14:00
CVG_DTW_54277,2004,11,17,3,900,1010,70,CVG,DTW,229,17-11-2004 12:15
GRR_CVG_27729,2004,5,13,4,600,709,69,GRR,CVG,268,13-05-2004 07:09
SBA_SLC_51053,2004,5,28,5,940,1224,104,SBA,SLC,615,28-05-2004 12:24
DEN_PHX_50557,2004,9,5,7,929,1012,103,DEN,PHX,602,05-09-2004 10:12
ATL_LGA_34670,2004,9,3,5,1019,1231,132,ATL,LGA,761,03-09-2004 12:31
LIT_ORD_43567,2004,11,19,5,618,800,102,LIT,ORD,552,19-11-2004 10:41
MSP_CLE_48669,2004,11,1,1,1321,1619,118,MSP,CLE,622,01-11-2004 16:19
TYS_TPA_34095,2004,11,18,4,700,852,112,TYS,TPA,547,18-11-2004 08:52
ELP_PHX_50664,2004,3,29,1,1751,1915,84,ELP,PHX,347,29-03-2004 19:15
OAK_SLC_47204,2004,3,5,5,600,845,105,OAK,SLC,588,05-03-2004 08:45
CVG_MSY_40833,2004,1,4,7,1515,1620,125,CVG,MSY,700,04-01-2004 16:55
BHM_LGA_51585,2004,7,22,4,1700,2030,150,BHM,LGA,866,22-07-2004 22:57
HNL_LAX_28008,2004,7,17,6,800,1610,310,HNL,LAX,2556,17-07-2004 16:10
ORF_BOS_49218,2004,7,20,2,1610,1745,95,ORF,BOS,468,20-07-2004 20:16
FLL_JAX_46238,2004,3,7,7,720,830,70,FLL,JAX,318,07-03-2004 08:30
BWI_ALB_28963,2004,5,20,4,1435,1545,70,BWI,ALB,288,20-05-2004 15:45
MIA_DCA_32940,2004,7,4,7,700,921,141,MIA,DCA,920,04-07-2004 09:21
DFW_DSM_36339,2004,5,27,4,1030,1219,109,DFW,DSM,624,27-05-2004 12:19
SMF_PHX_32719,2004,11,10,3,900,1149,109,SMF,PHX,647,10-11-2004 12:54
DEN_LAS_47680,2004,7,17,6,710,755,105,DEN,LAS,629,17-07-2004 07:55
BNA_ORD_31664,2004,9,27,1,633,804,91,BNA,ORD,409,27-09-2004 08:04
MEM_ATL_37731,2004,3,23,2,1527,1751,84,MEM,ATL,332,23-03-2004 17:51
ORD_LAS_55167,2004,11,18,4,955,1156,241,ORD,LAS,1515,18-11-2004 11:56
MCI_MSP_45156,2004,11,16,2,650,812,82,MCI,MSP,393,16-11-2004 08:12
LAS_LAX_31142,2004,9,24,5,1455,1600,65,LAS,LAX,236,24-09-2004 16:00
ATL_BOS_29494,2004,11,1,1,1325,1550,145,ATL,BOS,946,01-11-2004 15:50
ORD_CVG_38357,2004,5,11,2,643,850,67,ORD,CVG,264,11-05-2004 08:50
IAH_EWR_52231,2004,7,26,1,755,1230,215,IAH,EWR,1400,26-07-2004 12:30
BNA_ATL_40199,2004,3,23,2,805,1008,63,BNA,ATL,214,23-03-2004 10:08
ROA_CVG_34023,2004,7,4,7,1700,1812,72,ROA,CVG,282,04-07-2004 19:33
TPA_DFW_48983,2004,11,23,2,1312,1453,161,TPA,DFW,929,23-11-2004 16:17
CHS_EWR_43925,2004,7,28,3,1125,1320,115,CHS,EWR,628,28-07-2004 13:20
SJC_SEA_29755,2004,5,23,7,851,1058,127,SJC,SEA,697,23-05-2004 10:58
BOS_LGA_46811,2004,9,22,3,800,930,90,BOS,LGA,185,22-09-2004 09:30
TUS_ATL_55273,2004,3,31,3,715,1239,204,TUS,ATL,1541,31-03-2004 12:39
PHL_MHT_43222,2004,3,14,7,1330,1445,75,PHL,MHT,290,14-03-2004 14:45
ATL_DCA_31299,2004,5,21,5,1300,1449,109,ATL,DCA,547,21-05-2004 14:49
IAH_BHM_42794,2004,9,18,6,1330,1527,117,IAH,BHM,562,18-09-2004 15:27
IND_MCO_36716,2004,9,6,1,800,1107,127,IND,MCO,828,06-09-2004 11:07
SJC_DFW_39978,2004,5,13,4,1217,1741,204,SJC,DFW,1438,13-05-2004 17:41
ATL_LIT_42925,2004,7,5,1,1158,1230,92,ATL,LIT,453,05-07-2004 12:30
IAH_LAX_29721,2004,5,11,2,1340,1509,209,IAH,LAX,1379,11-05-2004 17:47
AUS_DFW_48468,2004,11,22,1,1332,1434,62,AUS,DFW,190,22-11-2004 17:31
MCI_ABQ_32441,2004,5,18,2,745,850,125,MCI,ABQ,718,18-05-2004 08:50
DFW_PHX_36968,2004,7,25,7,1450,1517,147,DFW,PHX,868,25-07-2004 15:17
MLI_CVG_27455,2004,5,11,2,740,958,78,MLI,CVG,350,11-05-2004 09:58
BOS_MDW_38481,2004,9,8,3,605,740,155,BOS,MDW,861,08-09-2004 07:40
BFL_IAH_34187,2004,11,1,1,1220,1756,216,BFL,IAH,1428,01-11-2004 19:44
SJC_SAN_45365,2004,11,13,6,1310,1425,75,SJC,SAN,417,13-11-2004 14:25
ATL_CVG_31871,2004,5,15,6,1400,1530,90,ATL,CVG,373,15-05-2004 17:36
RDU_ATL_33954,2004,11,5,5,940,1058,78,RDU,ATL,356,05-11-2004 10:58
XNA_ATL_49799,2004,7,10,6,1125,1407,102,XNA,ATL,589,10-07-2004 14:07
PWM_EWR_26735,2004,5,1,6,1114,1235,81,PWM,EWR,284,01-05-2004 12:35
DSM_ATL_47983,2004,11,22,1,1140,1447,127,DSM,ATL,743,22-11-2004 15:40
MDW_OAK_31883,2004,5,26,3,740,1015,275,MDW,OAK,1844,26-05-2004 10:15
DFW_HOU_43563,2004,9,13,1,1721,1831,70,DFW,HOU,247,13-09-2004 18:31
SLC_BZN_43911,2004,9,6,1,835,947,72,SLC,BZN,347,06-09-2004 09:47
BUR_SFO_44096,2004,3,19,5,1610,1720,70,BUR,SFO,326,19-03-2004 17:20
LAS_SJC_30145,2004,9,10,5,1620,1738,78,LAS,SJC,386,10-09-2004 17:38
LGA_ATL_53674,2004,9,25,6,1600,1835,155,LGA,ATL,761,25-09-2004 18:35
EWR_PWM_28737,2004,11,1,1,920,1043,83,EWR,PWM,284,01-11-2004 10:43
MEM_ORD_26184,2004,9,19,7,650,825,95,MEM,ORD,491,19-09-2004 08:25
LGA_CLE_48065,2004,7,9,5,1600,1743,103,LGA,CLE,418,09-07-2004 17:43
DFW_ELP_49636,2004,9,18,6,1143,1224,101,DFW,ELP,551,18-09-2004 12:24
ATL_RSW_45901,2004,7,7,3,1140,1319,99,ATL,RSW,515,07-07-2004 13:19
PDX_OAK_51295,2004,9,1,3,1620,1800,100,PDX,OAK,543,01-09-2004 18:00
CVG_CAK_47670,2004,5,28,5,1110,1211,61,CVG,CAK,214,28-05-2004 12:11
BWI_MSP_44220,2004,5,3,1,1135,1310,155,BWI,MSP,936,03-05-2004 13:10
BNA_CVG_49743,2004,7,3,6,1546,1759,73,BNA,CVG,230,03-07-2004 17:59
ORD_CMH_35474,2004,5,7,5,616,821,65,ORD,CMH,296,07-05-2004 08:21
MCO_BWI_35983,2004,9,14,2,1345,1552,127,MCO,BWI,787,14-09-2004 15:52
ORD_PHL_32325,2004,5,28,5,805,1101,116,ORD,PHL,678,28-05-2004 11:01
ORD_BWI_50072,2004,7,19,1,1330,1633,123,ORD,BWI,622,19-07-2004 18:38
LGA_DFW_39962,2004,11,23,2,1241,1538,237,LGA,DFW,1389,23-11-2004 15:38
RSW_CLT_48562,2004,7,6,2,1320,1509,109,RSW,CLT,600,06-07-2004 15:09
BFL_IAH_29800,2004,11,7,7,1220,1756,216,BFL,IAH,1428,07-11-2004 17:56
DFW_ABQ_31611,2004,3,6,6,940,1028,108,DFW,ABQ,569,06-03-2004 10:28
DAL_AMA_41914,2004,11,23,2,735,840,65,DAL,AMA,324,23-11-2004 11:18
CHS_EWR_33246,2004,1,2,5,1724,1929,125,CHS,EWR,628,02-01-2004 19:29
IAD_MHT_37422,2004,11,22,1,1640,1818,98,IAD,MHT,418,22-11-2004 18:18
ATL_ORD_38239,2004,9,8,3,1445,1554,129,ATL,ORD,606,08-09-2004 15:54
BOS_SFO_47291,2004,11,13,6,640,1018,398,BOS,SFO,2704,13-11-2004 12:54
BNA_MDW_47944,2004,9,19,7,1315,1435,80,BNA,MDW,395,19-09-2004 14:35
LAS_ORD_45881,2004,1,2,5,1112,1644,212,LAS,ORD,1515,02-01-2004 17:23
PVD_MDW_48474,2004,11,13,6,1050,1230,160,PVD,MDW,842,13-11-2004 14:29
ATL_SDF_32697,2004,7,2,5,1419,1541,82,ATL,SDF,321,02-07-2004 15:41
PHL_LAS_39622,2004,9,5,7,1330,1541,311,PHL,LAS,2176,05-09-2004 18:21
PDX_LAX_54620,2004,11,22,1,710,927,137,PDX,LAX,834,22-11-2004 09:27
CMH_ATL_39238,2004,9,25,6,715,900,105,CMH,ATL,446,25-09-2004 09:00
LGA_DCA_33352,2004,3,7,7,830,940,70,LGA,DCA,214,07-03-2004 09:40
DFW_FLL_30815,2004,11,17,3,1500,1842,162,DFW,FLL,1119,17-11-2004 18:42
PDX_RNO_44764,2004,3,27,6,955,1110,75,PDX,RNO,444,27-03-2004 11:10
DEN_LAS_43741,2004,1,1,4,815,902,107,DEN,LAS,629,01-01-2004 09:02
ORD_SLC_39143,2004,5,6,4,1018,1244,206,ORD,SLC,1249,06-05-2004 12:44
LAX_SJC_34495,2004,11,27,6,1120,1228,68,LAX,SJC,308,27-11-2004 12:28
MDW_LAS_44066,2004,11,7,7,1535,1730,235,MDW,LAS,1521,07-11-2004 17:30
MSN_DTW_27555,2004,5,21,5,1336,1554,78,MSN,DTW,312,21-05-2004 18:38
PHL_RDU_42672,2004,7,14,3,1740,1904,84,PHL,RDU,336,14-07-2004 21:04
ATL_GNV_47169,2004,11,23,2,1301,1432,91,ATL,GNV,300,23-11-2004 14:32
OAK_PHX_40056,2004,3,10,3,1450,1740,110,OAK,PHX,646,10-03-2004 17:40
CAK_CVG_50322,2004,9,10,5,1151,1252,61,CAK,CVG,214,10-09-2004 14:54
DFW_LAS_50108,2004,11,11,4,800,853,173,DFW,LAS,1055,11-11-2004 08:53
MCO_JFK_33510,2004,7,26,1,1600,1844,164,MCO,JFK,944,26-07-2004 18:44
MDT_ORD_35029,2004,5,1,6,1501,1605,124,MDT,ORD,594,01-05-2004 16:05
ICT_CVG_36752,2004,9,8,3,1056,1401,125,ICT,CVG,699,08-09-2004 14:01
ORD_PWM_27102,2004,5,11,2,930,1251,141,ORD,PWM,900,11-05-2004 14:16
ORD_MSP_27607,2004,5,12,3,1000,1120,80,ORD,MSP,334,12-05-2004 11:20
SFO_LAS_52950,2004,9,24,5,1345,1511,86,SFO,LAS,414,24-09-2004 15:11
AMA_DFW_37457,2004,5,27,4,1453,1558,65,AMA,DFW,313,27-05-2004 15:58
IAH_RDU_33737,2004,3,16,2,745,1112,147,IAH,RDU,1043,16-03-2004 12:53
MSY_BWI_33949,2004,9,9,4,735,1100,145,MSY,BWI,998,09-09-2004 11:00
EWR_RSW_51852,2004,9,18,6,755,1103,188,EWR,RSW,1068,18-09-2004 12:34
LAX_ORD_33160,2004,11,23,2,1100,1705,245,LAX,ORD,1745,23-11-2004 17:05
JFK_SJU_52077,2004,7,27,2,1710,2101,231,JFK,SJU,1597,27-07-2004 23:57
IAH_LAX_32077,2004,3,10,3,1544,1721,217,IAH,LAX,1379,10-03-2004 17:21
DAL_AMA_29075,2004,9,30,4,800,905,65,DAL,AMA,324,30-09-2004 09:05
ORD_MIA_42991,2004,11,12,5,1750,2156,186,ORD,MIA,1197,12-11-2004 21:56
ABQ_DFW_42859,2004,11,30,2,740,1018,98,ABQ,DFW,569,30-11-2004 10:18
ORD_ATL_45263,2004,9,21,2,1620,1928,128,ORD,ATL,606,21-09-2004 19:28
MSP_FAR_39990,2004,5,14,5,1648,1750,62,MSP,FAR,223,14-05-2004 17:50
GGG_DFW_39443,2004,3,4,4,648,751,63,GGG,DFW,140,04-03-2004 10:39
SAN_DTW_51574,2004,9,9,4,825,1551,266,SAN,DTW,1957,09-09-2004 15:51
MCO_MCI_42864,2004,7,11,7,1410,1555,165,MCO,MCI,1072,11-07-2004 15:55
ORD_DCA_51761,2004,11,4,4,1010,1254,104,ORD,DCA,612,04-11-2004 15:09
IAH_ABI_33765,2004,11,20,6,900,1034,94,IAH,ABI,307,20-11-2004 11:44
BOS_LAS_29594,2004,7,10,6,1010,1247,337,BOS,LAS,2381,10-07-2004 12:47
LAS_MCI_52341,2004,9,29,3,1750,2235,165,LAS,MCI,1140,29-09-2004 22:35
CVG_ORD_26053,2004,11,23,2,1434,1448,74,CVG,ORD,264,23-11-2004 16:35
DFW_LAS_47034,2004,7,29,4,1417,1459,162,DFW,LAS,1055,29-07-2004 16:12
DFW_ORD_44743,2004,7,29,4,1400,1618,138,DFW,ORD,802,29-07-2004 16:18
ORD_TUL_49907,2004,7,7,3,1211,1359,108,ORD,TUL,585,07-07-2004 13:59
PHX_OAK_54631,2004,9,20,1,1005,1200,115,PHX,OAK,646,20-09-2004 12:00
TUS_SEA_42661,2004,9,11,6,1256,1559,183,TUS,SEA,1216,11-09-2004 15:59
MSP_BOS_32203,2004,11,5,5,1522,1908,166,MSP,BOS,1124,05-11-2004 19:08
DFW_SEA_42083,2004,5,18,2,1403,1613,250,DFW,SEA,1660,18-05-2004 16:13
STL_ATL_31085,2004,9,15,3,1740,2016,96,STL,ATL,483,15-09-2004 20:16
LNK_DEN_30109,2004,7,30,5,1015,1035,80,LNK,DEN,423,30-07-2004 10:35
DEN_LAS_30781,2004,5,10,1,1700,1746,106,DEN,LAS,629,10-05-2004 17:46
IAH_SFO_34568,2004,5,1,6,937,1140,243,IAH,SFO,1635,01-05-2004 13:09
IAH_CLE_45742,2004,9,25,6,745,1127,162,IAH,CLE,1091,25-09-2004 11:27
TPA_CLT_52348,2004,7,2,5,1325,1502,97,TPA,CLT,508,02-07-2004 15:02
LAS_PHX_26711,2004,9,10,5,830,935,65,LAS,PHX,256,10-09-2004 09:35
SLC_JAC_46464,2004,7,17,6,1000,1105,65,SLC,JAC,205,17-07-2004 11:05
DCA_DTW_30136,2004,5,6,4,925,1058,93,DCA,DTW,405,06-05-2004 10:58
CAE_IAD_43991,2004,7,15,4,1150,1313,83,CAE,IAD,401,15-07-2004 13:13
IAH_ORD_32790,2004,11,10,3,821,1045,144,IAH,ORD,925,10-11-2004 10:45
DFW_TPA_32232,2004,3,4,4,1308,1628,140,DFW,TPA,929,04-03-2004 17:38
EWR_IND_53247,2004,9,19,7,1520,1640,140,EWR,IND,644,19-09-2004 16:40
ATL_GSO_38635,2004,7,8,4,1730,1840,70,ATL,GSO,306,08-07-2004 18:40
LGA_RIC_27927,2004,3,12,5,1255,1418,83,LGA,RIC,292,12-03-2004 14:18
BOS_DEN_49613,2004,9,27,1,1112,1341,269,BOS,DEN,1754,27-09-2004 13:41
BDL_BWI_33927,2004,5,23,7,1655,1800,65,BDL,BWI,283,23-05-2004 18:00
SBN_ATL_36313,2004,9,7,2,600,859,119,SBN,ATL,566,07-09-2004 11:13
BOS_LGA_28405,2004,5,15,6,1600,1710,70,BOS,LGA,185,15-05-2004 17:10
PHL_LAX_42018,2004,7,27,2,1515,1748,333,PHL,LAX,2401,27-07-2004 17:48
AUS_ELP_29894,2004,9,27,1,1715,1745,90,AUS,ELP,528,27-09-2004 20:19
TUL_DFW_42131,2004,7,11,7,1010,1117,67,TUL,DFW,237,11-07-2004 11:17
ATL_SHV_36415,2004,7,23,5,835,925,110,ATL,SHV,552,23-07-2004 09:25
ATL_DCA_36354,2004,9,27,1,730,905,95,ATL,DCA,547,27-09-2004 09:05
MSP_DFW_51280,2004,9,30,4,1208,1434,146,MSP,DFW,852,30-09-2004 14:34
MDW_DFW_42911,2004,5,16,7,1010,1243,153,MDW,DFW,797,16-05-2004 12:43
DFW_MSY_40044,2004,11,23,2,1719,1839,80,DFW,MSY,448,23-11-2004 18:39
ATL_DHN_41443,2004,11,24,3,1751,1803,72,ATL,DHN,171,24-11-2004 20:12
SJU_MIA_27444,2004,3,28,7,1034,1215,161,SJU,MIA,1045,28-03-2004 12:15
BNA_CVG_39109,2004,11,30,2,600,805,65,BNA,CVG,230,30-11-2004 10:39
JAN_HOU_47748,2004,5,13,4,1800,1915,75,JAN,HOU,359,13-05-2004 19:15
CPR_DEN_47725,2004,11,28,7,1800,1909,69,CPR,DEN,230,28-11-2004 19:09
BUR_DEN_37419,2004,5,3,1,1126,1437,131,BUR,DEN,850,03-05-2004 14:37
SJU_FLL_29122,2004,3,18,4,1601,1752,171,SJU,FLL,1046,18-03-2004 17:52
ATL_MIA_47581,2004,5,10,1,1601,1748,107,ATL,MIA,595,10-05-2004 20:22
FCA_SLC_41324,2004,7,5,1,612,739,87,FCA,SLC,532,05-07-2004 07:39
BHM_IAH_34301,2004,9,24,5,1159,1345,106,BHM,IAH,562,24-09-2004 13:45
COD_SLC_49750,2004,7,9,5,1250,1417,87,COD,SLC,298,09-07-2004 14:17
LAX_ABQ_31599,2004,7,6,2,1205,1455,110,LAX,ABQ,677,06-07-2004 16:36
JFK_BNA_28349,2004,9,7,2,1735,1900,145,JFK,BNA,766,07-09-2004 19:00
OKC_STL_28983,2004,7,13,2,1440,1605,85,OKC,STL,462,13-07-2004 16:05
SMF_PHX_33391,2004,9,16,4,1300,1450,110,SMF,PHX,647,16-09-2004 14:50
IAH_AMA_52237,2004,7,25,7,1130,1302,92,IAH,AMA,519,25-07-2004 13:02
BZN_SLC_53948,2004,7,27,2,1045,1155,70,BZN,SLC,347,27-07-2004 11:55
MOB_ATL_36318,2004,5,30,7,1800,2014,74,MOB,ATL,302,30-05-2004 20:14
IAH_MSY_43937,2004,9,26,7,1310,1427,77,IAH,MSY,305,26-09-2004 14:27
MDW_ATL_37434,2004,5,14,5,950,1235,105,MDW,ATL,590,14-05-2004 12:35
DTW_IAH_54283,2004,11,9,2,1212,1418,186,DTW,IAH,1076,09-11-2004 14:18
MEM_SGF_48112,2004,11,1,1,1440,1546,66,MEM,SGF,243,01-11-2004 15:46
LAX_SFO_28352,2004,5,29,6,1655,1808,73,LAX,SFO,337,29-05-2004 18:08
DCA_EWR_28409,2004,3,29,1,1400,1520,80,DCA,EWR,199,29-03-2004 15:20
MSO_DEN_38201,2004,7,22,4,1530,1721,111,MSO,DEN,679,22-07-2004 17:21
EWR_ORD_35102,2004,5,28,5,815,942,147,EWR,ORD,719,28-05-2004 09:42
LEX_ATL_29156,2004,7,2,5,1450,1630,100,LEX,ATL,303,02-07-2004 17:36
DAY_IAH_44973,2004,5,13,4,630,810,160,DAY,IAH,929,13-05-2004 09:54
ORD_DFW_51634,2004,5,28,5,630,853,143,ORD,DFW,802,28-05-2004 08:53
EWR_CLE_32685,2004,5,22,6,1005,1137,92,EWR,CLE,404,22-05-2004 14:13
GEG_DEN_36773,2004,7,9,5,600,905,125,GEG,DEN,836,09-07-2004 09:05
DFW_CLL_33368,2004,7,26,1,851,956,65,DFW,CLL,164,26-07-2004 09:56
DFW_XNA_26285,2004,7,6,2,1545,1658,73,DFW,XNA,281,06-07-2004 16:58
SDF_BWI_39487,2004,11,1,1,1120,1245,85,SDF,BWI,495,01-11-2004 14:03
SMF_LAX_27849,2004,11,12,5,1440,1604,84,SMF,LAX,373,12-11-2004 16:04
RIC_CVG_45354,2004,5,15,6,1505,1637,92,RIC,CVG,413,15-05-2004 18:10
BNA_LGA_47350,2004,5,19,3,1110,1420,130,BNA,LGA,764,19-05-2004 14:20
MDW_FLL_38733,2004,11,4,4,1100,1500,180,MDW,FLL,1166,04-11-2004 16:23
DFW_SLC_26597,2004,5,21,5,1206,1347,161,DFW,SLC,988,21-05-2004 13:47
CVG_BGM_32234,2004,9,23,4,1145,1316,91,CVG,BGM,506,23-09-2004 13:16
ABQ_DFW_34155,2004,3,14,7,745,1022,97,ABQ,DFW,569,14-03-2004 10:22
LAX_LIH_49684,2004,5,13,4,1120,1404,344,LAX,LIH,2615,13-05-2004 14:04
PWM_CVG_45206,2004,5,4,2,910,1131,141,PWM,CVG,810,04-05-2004 12:53
ATL_CAK_36991,2004,9,14,2,1238,1417,99,ATL,CAK,528,14-09-2004 16:22
LAX_CLE_40894,2004,5,10,1,700,1420,260,LAX,CLE,2053,10-05-2004 14:20
DFW_IND_26941,2004,11,22,1,1538,1844,126,DFW,IND,762,22-11-2004 18:44
EWR_DTW_34394,2004,7,23,5,1438,1625,107,EWR,DTW,487,23-07-2004 16:25
CLT_FLL_31293,2004,7,2,5,1220,1416,116,CLT,FLL,631,02-07-2004 14:16
SEA_MSP_52018,2004,5,4,2,1615,2124,189,SEA,MSP,1399,04-05-2004 21:24
BWI_ALB_51293,2004,7,23,5,1345,1455,70,BWI,ALB,288,23-07-2004 14:55
ONT_PHX_42610,2004,3,18,4,700,913,73,ONT,PHX,325,18-03-2004 09:13
DFW_SEA_48896,2004,5,8,6,1024,1241,257,DFW,SEA,1660,08-05-2004 12:41
SJU_JFK_40321,2004,7,15,4,1150,1545,235,SJU,JFK,1597,15-07-2004 15:45
DEN_LGA_52092,2004,11,30,2,1545,2114,209,DEN,LGA,1619,30-11-2004 21:14
DFW_LBB_47087,2004,9,14,2,1437,1540,63,DFW,LBB,282,14-09-2004 15:40
LAX_BOS_41136,2004,5,24,1,1215,2042,327,LAX,BOS,2611,24-05-2004 20:42
CLT_CVG_41853,2004,7,3,6,1640,1818,98,CLT,CVG,335,03-07-2004 19:28
OAK_PHX_49507,2004,9,29,3,605,759,114,OAK,PHX,646,29-09-2004 07:59
